月度,库房组,库房,物资编码,物资名称,计量单位,期初库存,入库,出库,期末库存,当前库存,虚拟库存,在途
202602,产成品类库,在制成品库,500109-00427-01-01-01,BX4（F1L）左侧梁(通用）,件,900.0,0.0,636.0,264.0,214.0,214.0,0
202602,产成品类库,在制成品库,500109-00426-28,C385横梁2,件,11.0,0.0,0.0,11.0,11.0,11.0,0
202602,产成品类库,在制成品库,500109-00412/583-01-06,E12膨胀梁(两驱）,件,6.0,0.0,0.0,6.0,6.0,6.0,0
202602,产成品类库,在制成品库,500109-00412/583-01-05,E12横梁02(两驱）,件,364.0,0.0,0.0,364.0,364.0,364.0,0
202602,产成品类库,在制成品库,500109-00406-10-07,SEA1前补强梁,件,0.0,1538.0,1485.0,53.0,1188.0,1188.0,0
202602,产成品类库,在制成品库,500109-00406-10-03,SEA1前梁,件,147.0,1339.0,1462.0,24.0,588.0,588.0,0
202602,产成品类库,在制成品库,500109-00381-01-08,E12横梁03,个,119.0,127.0,146.0,100.0,100.0,100.0,0
202602,产成品类库,在制成品库,500109-00364-10-02,SEA1后梁01,个,0.0,1678.0,1540.0,138.0,583.0,583.0,0
202602,产成品类库,在制成品库,500109-00326-28,EPA1-28横梁2,件,4.0,0.0,0.0,4.0,4.0,4.0,0
202602,产成品类库,在制成品库,500109-00312-01-19,E35纵梁,件,12.0,0.0,0.0,12.0,1082.0,1082.0,0
202602,产成品类库,在制成品库,500109-00312-01-17,E35横梁04,个,37.0,0.0,0.0,37.0,659.0,659.0,0
202602,产成品类库,在制成品库,500109-00312-01-16,E35横梁03,件,17.0,0.0,0.0,17.0,675.0,675.0,0
202602,产成品类库,在制成品库,500109-00312-01-15,E35横梁02,件,11.0,0.0,0.0,11.0,427.0,427.0,0
202602,产成品类库,在制成品库,500109-00312-01-14,E35横梁01,个,6.0,0.0,0.0,6.0,566.0,566.0,0
202602,产成品类库,在制成品库,500109-00312-01-04,E35前梁02,件,23.0,0.0,0.0,23.0,322.0,322.0,0
202602,产成品类库,在制成品库,500109-00312-01-03,E35前梁01,件,265.0,0.0,0.0,265.0,191.0,191.0,0
202602,产成品类库,在制成品库,500109-00293-10-07,PMA1后补强梁,个,163.0,0.0,0.0,163.0,266.0,266.0,0
202602,产成品类库,在制成品库,500109-00293-10-03,PMA1前梁,件,0.0,0.0,0.0,0.0,35.0,35.0,0
202602,产成品类库,在制成品库,500109-00293-10-02,PMA1后梁01(平伟命名前梁)（293）,件,584.0,0.0,0.0,584.0,19.0,19.0,0
202602,产成品类库,在制成品库,500109-00293-10-01-11-R,PMA1两侧梁-右,个,243.0,0.0,0.0,243.0,243.0,243.0,0
202602,产成品类库,在制成品库,500109-00293-10-01-11-L,PMA1两侧梁-左,个,555.0,0.0,0.0,555.0,555.0,555.0,0
202602,产成品类库,在制成品库,500109-00279-01-08,EPA2横梁,件,344.0,0.0,0.0,344.0,344.0,344.0,0
202602,产成品类库,在制成品库,500109-00276-10-01-11-R,SEA1两侧梁-右,件,341.0,1466.0,1504.0,303.0,88.0,88.0,0
202602,产成品类库,在制成品库,500109-00276-10-01-11-L,SEA1两侧梁-左,件,177.0,1677.0,1504.0,350.0,20.0,20.0,0
202602,产成品类库,在制成品库,500109-00276/293-10-05,SEA1横梁(公用),个,2335.0,300.0,1725.0,910.0,962.0,962.0,0
202602,产成品类库,在制成品库,500109-00249-01-04,C01前梁,个,148.0,1448.0,1344.0,252.0,2652.0,2652.0,0
202602,产成品类库,在制成品库,500109-00249-01-03,C01左前梁,件,4.0,2071.0,1040.0,1035.0,2601.0,2601.0,0
202602,产成品类库,在制成品库,500109-00249-01-02,C01右边框,件,908.0,1592.0,840.0,1660.0,2095.0,2095.0,0
202602,产成品类库,在制成品库,500109-00249-01-01,C01左边框,件,1005.0,1615.0,960.0,1660.0,2324.0,2324.0,0
202602,产成品类库,在制成品库,500104-00518-01-05-B,小卡三代-后膨胀梁,件,95.0,2032.0,2010.0,117.0,492.0,492.0,0
202602,产成品类库,在制成品库,500104-00518-01-04-A,小卡三代-前膨胀梁,件,36.0,1350.0,1350.0,36.0,234.0,234.0,0
202602,产成品类库,在制成品库,500104-00518-01-03-C,小卡三代-前边框梁,个,264.0,1856.0,1863.0,257.0,1241.0,1241.0,0
202602,产成品类库,在制成品库,500104-00518-01-010-02-C,小卡三代-右边框,件,269.0,1722.0,1740.0,251.0,405.0,405.0,0
202602,产成品类库,在制成品库,500104-00518-01-010-01-C,小卡三代-左边框,件,71.0,1750.0,1680.0,141.0,636.0,636.0,0
202602,产成品类库,在制成品库,500104-00404-01-21,DC1E后梁01,个,18.0,0.0,0.0,18.0,18.0,18.0,0
202602,产成品类库,在制成品库,500104-00377-01-22,DC1E后梁02,个,48.0,0.0,0.0,48.0,48.0,48.0,0
202602,产成品类库,在制成品库,500104-00369-01-01,CM2E后梁01,个,144.0,0.0,0.0,144.0,144.0,144.0,0
202602,产成品类库,在制成品库,446,面板446,件,24.0,118.0,110.0,32.0,41.0,41.0,0
202602,产成品类库,在制成品库,445-B,面板445新状态,件,0.0,0.0,0.0,0.0,2.0,2.0,0
202602,产成品类库,在制成品库,445,445后面板 （旧）,件,61.0,0.0,0.0,61.0,61.0,61.0,0
202602,产成品类库,在制成品库,421,面板421,件,187.0,0.0,0.0,187.0,187.0,187.0,0
202602,产成品类库,在制成品库,300000016759,HP80-后膨胀梁,件,0.0,0.0,0.0,0.0,1.0,1.0,0
202602,产成品类库,在制成品库,2.A.02.6200-OSP00,PP-0168-前边梁,件,0.0,70.0,70.0,0.0,88.0,88.0,0
202602,产成品类库,在制成品库,2.A.02.6192-OSP00,PP-0168-横梁2,件,6.0,62.0,62.0,6.0,6.0,6.0,0
202602,产成品类库,在制成品库,2.A.02.6188-OSP00,PP-0168-后边梁,件,1.0,78.0,78.0,1.0,1.0,1.0,0
202602,产成品类库,在制成品库,2.A.02.6186-OSP00,PP-0168-左边梁,件,5.0,71.0,70.0,6.0,58.0,58.0,0
202602,产成品类库,在制成品库,2.A.02.6184-OSP00,PP-0168-右边梁,件,0.0,77.0,70.0,7.0,28.0,28.0,0
202602,产成品类库,在制成品库,16740688-00-29-A,VM3加强件1,件,30.0,0.0,0.0,30.0,30.0,30.0,0
202602,产成品类库,在制成品库,16740688-00-28-A,VM3加强件3,件,40.0,0.0,0.0,40.0,40.0,40.0,0
202602,产成品类库,在制成品库,16740688-00-27-A,VM3加强件2,件,5.0,0.0,0.0,5.0,5.0,5.0,0
202602,产成品类库,在制成品库,16740688-00-06,VM3中横梁3,件,31.0,0.0,0.0,31.0,31.0,31.0,0
202602,产成品类库,在制成品库,16740688-00-05,VM3中横梁2,件,32.0,0.0,0.0,32.0,32.0,32.0,0
202602,产成品类库,在制成品库,16740688-00-04,VM3中横梁1,件,32.0,0.0,0.0,32.0,32.0,32.0,0
202602,产成品类库,在制成品库,10062035-0-11,025AC右边梁,件,943.0,229.0,1056.0,116.0,712.0,712.0,0
202602,产成品类库,在制成品库,10062035-0-07,025AC纵梁,件,524.0,0.0,523.0,1.0,3.0,3.0,0
202602,产成品类库,在制成品库,10062035-0-06,025AC中横梁,件,1139.0,0.0,850.0,289.0,1639.0,1639.0,0
202602,产成品类库,在制成品库,10062035-0-05,025AC前横梁,件,646.0,51.0,420.0,277.0,773.0,773.0,0
202602,产成品类库,在制成品库,10062035-0-04-A,025AC后边梁,件,1145.0,0.0,948.0,197.0,999.0,999.0,0
202602,产成品类库,在制成品库,10062035-0-03,025AC左边梁,个,443.0,775.0,1056.0,162.0,577.0,577.0,0
202602,外购件类库,转序库,BP80-XC-15,BP80-前梁,个,93.0,0.0,0.0,93.0,1674.0,1674.0,0
202602,外购件类库,转序库,BP80-XC-06,BP80-后横梁,个,92.0,0.0,0.0,92.0,2957.0,2957.0,0
202602,外购件类库,转序库,BP80-XC-05,BP80-前横梁,个,92.0,0.0,0.0,92.0,1582.0,1582.0,0
202602,外购件类库,转序库,BP76B-XC-01,BP76B-前边梁,个,8576.0,444.0,0.0,9020.0,924.0,924.0,0
202602,外购件类库,转序库,BP76A-XC-07,BP76A-右边梁,个,8630.0,0.0,0.0,8630.0,2426.0,2426.0,0
202602,外购件类库,转序库,BP76A-XC-06,BP76A-左边梁,个,8359.0,0.0,0.0,8359.0,1540.0,1540.0,0
202602,外购件类库,转序库,BP76A-XC-02,BP76A-后边梁,个,8455.0,180.0,0.0,8635.0,1429.0,1429.0,0
202602,外购件类库,转序库,BP76A-XC-01,BP76A-前边梁,个,8942.0,180.0,0.0,9122.0,1025.0,1025.0,0
202602,外购件类库,转序库,BP62-XC-09,BP62前梁,个,17589.0,0.0,0.0,17589.0,1360.0,1360.0,0
202602,外购件类库,转序库,BP62-XC-04,BP62后横梁,个,18384.0,0.0,0.0,18384.0,1848.0,1848.0,0
202602,外购件类库,转序库,BP62-XC-03,BP62前横梁,个,18529.0,0.0,0.0,18529.0,1760.0,1760.0,0
202602,外购件类库,转序库,BP45B-XC-01,BP45B前边梁,个,5722.0,601.0,0.0,6323.0,2444.0,2444.0,0
202602,外购件类库,转序库,BP45A-XC-13,BP45（76）A吊耳02,个,17011.0,0.0,0.0,17011.0,6142.0,6142.0,0
202602,外购件类库,转序库,BP45A-XC-02,BP45A后边梁,个,7319.0,244.0,0.0,7563.0,2295.0,2295.0,0
202602,外购件类库,转序库,BP45A-XC-01,BP45A前边梁,个,7073.0,412.0,0.0,7485.0,2016.0,2016.0,0
202602,外购件类库,转序库,BD0402000168,东泽-前防撞梁,个,0.0,0.0,0.0,0.0,16.0,16.0,0
202602,外购件类库,转序库,500109-00515-01-01-01,37KWH后梁-01,件,32713.0,2721.0,0.0,35434.0,2000.0,2000.0,0
202602,外购件类库,转序库,500109-00312-01-04,E35前梁02,个,358.0,0.0,0.0,358.0,3667.0,3667.0,0
202602,外购件类库,转序库,500109-00312-01-03,E35前梁01,个,347.0,0.0,0.0,347.0,3323.0,3323.0,0
202602,外购件类库,转序库,500109-00293-10-02,PMA1后梁01(平伟命名前梁)（293）,个,0.0,0.0,0.0,0.0,131.0,131.0,0
202602,外购件类库,转序库,500104-00747-01-CX-L-B,左右水冷板侧铣分总成,个,0.0,0.0,0.0,0.0,536.0,536.0,0
202602,外购件类库,转序库,500104-00746-01-CX-L-B,左右水冷板侧铣分总成（746）,个,0.0,0.0,0.0,0.0,513.0,513.0,0
202602,外购件类库,转序库,500104-00518-01-04-A,小卡三代-前膨胀梁,个,2338.0,1350.0,0.0,3688.0,782.0,782.0,0
202602,外购件类库,转序库,2.A.02.6200-OSP00,PP-0168-前边梁,个,20.0,70.0,0.0,90.0,1187.0,1187.0,0
202602,外购件类库,转序库,10062035-0-02,025AC前边梁,个,7626.0,260.0,0.0,7886.0,3159.0,3159.0,0
202601,产成品类库,成品库,VL1-1703A4-001-31,VL1中纵梁,个,26.0,0.0,0.0,26.0,26.0,26.0,0
202601,产成品类库,成品库,P0R-1701-001-03,P0R右边梁,个,9.0,0.0,0.0,9.0,9.0,9.0,0
202601,产成品类库,成品库,P0R-1701-001-02,P0R左边梁,个,9.0,0.0,0.0,9.0,9.0,9.0,0
202601,产成品类库,成品库,BP80-XC-06,BP80-后横梁,个,0.0,54.0,54.0,0.0,983.0,983.0,0
202601,产成品类库,成品库,BP76A-XC-06,BP76A-左边梁,个,0.0,640.0,640.0,0.0,800.0,800.0,0
202601,产成品类库,成品库,BP76A-XC-02,BP76A-后边梁,个,0.0,252.0,252.0,0.0,990.0,990.0,0
202601,产成品类库,成品库,BP76A-XC-01,BP76A-前边梁,个,250.0,527.0,777.0,0.0,180.0,180.0,0
202601,产成品类库,成品库,BP62-XC-09,BP62前梁,个,0.0,2090.0,2090.0,0.0,320.0,320.0,0
202601,产成品类库,成品库,BP45B-XC-01,BP45B前边梁,个,0.0,1544.0,1544.0,0.0,320.0,320.0,0
202601,产成品类库,成品库,6608267565,亮达-极氪左下门槛,个,0.0,48.0,48.0,0.0,275.0,275.0,0
202601,产成品类库,成品库,6608267564,亮达-极氪右下门槛,个,0.0,48.0,48.0,0.0,150.0,150.0,0
202601,产成品类库,成品库,500110-00799-01-03,AWT87.3-横梁02,个,0.0,555.0,555.0,0.0,900.0,900.0,0
202601,产成品类库,成品库,500110-00799-01-02,AWT87.3-横梁01,个,0.0,627.0,627.0,0.0,200.0,200.0,0
202601,产成品类库,成品库,500109-00677-01-10,F3-56-膨胀梁01,个,0.0,81.0,81.0,0.0,5.0,5.0,0
202601,产成品类库,成品库,500109-00677-01-09,F3-56-中部横梁,个,0.0,85.0,85.0,0.0,144.0,144.0,0
202601,产成品类库,成品库,500109-00677-01-04,F3-56-左右边梁02,个,0.0,100.0,100.0,0.0,5.0,5.0,0
202601,产成品类库,成品库,500109-00677-01-03-A,F3-56-左右边梁01,个,0.0,0.0,0.0,0.0,5.0,5.0,0
202601,产成品类库,成品库,500109-00677-01-02,F3-56-后梁01,个,0.0,88.0,88.0,0.0,5.0,5.0,0
202601,产成品类库,成品库,500109-00677-01-01,F3-56-前梁01,个,0.0,0.0,0.0,0.0,5.0,5.0,0
202601,产成品类库,成品库,500109-00562-10-01-11-02,PMA1两侧梁-右（国际）,个,0.0,0.0,0.0,0.0,71.0,71.0,0
202601,产成品类库,成品库,500109-00515（552）-01-07,37/53KWH膨胀梁,个,0.0,0.0,0.0,0.0,660.0,660.0,0
202601,产成品类库,成品库,500109-00396-01-08,MS11-5加强块02,个,78.0,0.0,0.0,78.0,78.0,78.0,0
202601,产成品类库,成品库,500109-00312-01-19,E35纵梁,个,0.0,98.0,98.0,0.0,320.0,320.0,0
202601,产成品类库,成品库,500109-00312-01-03,E35前梁01,个,0.0,229.0,229.0,0.0,290.0,290.0,0
202601,产成品类库,成品库,500104-00518-01-04-A,小卡三代-前膨胀梁,个,0.0,2339.0,2339.0,0.0,252.0,252.0,0
202601,产成品类库,成品库,500104-00518-01-03-C,小卡三代-前边框梁,个,0.0,2360.0,2360.0,0.0,240.0,240.0,0
202601,产成品类库,成品库,500104-00518-01-010-02-C,小卡三代-右边框,个,0.0,2324.0,2324.0,0.0,180.0,180.0,0
202601,产成品类库,成品库,500104-00518-01-010-01-C,小卡三代-左边框,个,0.0,2265.0,2265.0,0.0,240.0,240.0,0
202601,产成品类库,成品库,10062035-0-07,025AC纵梁,个,0.0,1355.0,1355.0,0.0,799.0,799.0,0
202601,产成品类库,成品库,10062035-0-06,025AC中横梁,个,0.0,1345.0,1345.0,0.0,220.0,220.0,0
202601,产成品类库,成品库,10062035-0-05,025AC前横梁,个,210.0,1475.0,1475.0,210.0,272.0,272.0,0
202601,产成品类库,成品库,10062035-0-04-A,025AC后边梁,个,0.0,1296.0,1296.0,0.0,156.0,156.0,0
202601,外购件类库,二次机加库,XBFXJ-YL,鑫铂返修件,个,0.0,0.0,0.0,0.0,500.0,500.0,0
202601,外购件类库,二次机加库,BP76B-XC-06-YL,BP76B-中纵梁,个,488.0,0.0,0.0,488.0,488.0,488.0,0
202601,外购件类库,二次机加库,BP62-XC-05-A-YL,BP62横梁-A,个,242.0,0.0,0.0,242.0,242.0,242.0,0
202601,外购件类库,二次机加库,BP45B-XC-05-YL,BP45（76）B前横梁,个,383.0,0.0,0.0,383.0,383.0,383.0,0
202601,外购件类库,二次机加库,5040076374-XC-14-YL,DJ2436中部横梁,个,125.0,0.0,0.0,125.0,125.0,125.0,0
202601,外购件类库,二次机加库,500110-00848-01-07-YL,F618-膨胀横梁2,个,0.0,0.0,0.0,0.0,101.0,101.0,0
202601,外购件类库,二次机加库,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,2.0,463.0,0.0,465.0,6514.0,6514.0,0
202601,外购件类库,二次机加库,500109-00698-01-04-YL,EHU-56左右边梁02,个,0.0,0.0,0.0,0.0,70.0,70.0,0
202601,外购件类库,二次机加库,500109-00698-01-03-YL,EHU-56左右边梁01,个,0.0,0.0,0.0,0.0,50.0,50.0,0
202601,外购件类库,二次机加库,500109-00677-01-09-YL,F3-56-中部横梁,个,31.0,0.0,0.0,31.0,31.0,31.0,0
202601,外购件类库,二次机加库,500109-00634-01-01-01/02-YL-GY,F1L-两侧梁,个,47.0,0.0,0.0,47.0,47.0,47.0,0
202601,外购件类库,二次机加库,500109-00515-01-07-YL,37KWH膨胀梁,个,1174.0,865.0,0.0,2039.0,6141.0,6141.0,0
202601,外购件类库,二次机加库,500109-00515-01-06-YL,37KWH前梁,个,2396.0,297.0,0.0,2693.0,7560.0,7560.0,0
202601,外购件类库,二次机加库,500109-00312-01-15-YL-GY,E35横梁02/03,个,0.0,0.0,0.0,0.0,48.0,48.0,0
202601,外购件类库,二次机加库,500109-00276-10-01-11-L-YL-GY,SEA1两侧梁,个,0.0,0.0,0.0,0.0,65.0,65.0,0
202601,外购件类库,二次机加库,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,98.0,0.0,0.0,98.0,98.0,98.0,0
202601,外购件类库,二次机加库,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,0.0,0.0,0.0,0.0,115.0,115.0,0
202601,外购件类库,二次机加库,10062035-0-07-YL,025AC纵梁,个,0.0,0.0,0.0,0.0,25.0,25.0,0
202601,外购件类库,二次机加库,10062035-0-06-YL,025AC中横梁,个,61.0,0.0,0.0,61.0,61.0,61.0,0
202601,外购件类库,二次机加库,10062035-0-03/11-YL-GY,025AC左右边梁,个,211.0,0.0,0.0,211.0,211.0,211.0,0
202601,外购件类库,原材料库,SD01-XC-027/28-YL-GY,SD01-69左安装梁1,个,22.0,0.0,0.0,22.0,22.0,22.0,0
202601,外购件类库,原材料库,SD01-XC-020-YL,SD01-69中横梁,个,10.0,0.0,0.0,10.0,10.0,10.0,0
202601,外购件类库,原材料库,SD01-XC-019-YL,SD01-69前横梁,个,10.0,0.0,0.0,10.0,10.0,10.0,0
202601,外购件类库,原材料库,SD01-XC-012-YL,SD01-69纵梁,个,10.0,0.0,0.0,10.0,10.0,10.0,0
202601,外购件类库,原材料库,SD01-XC-009-YL,SD01-69前框梁,个,11.0,0.0,0.0,11.0,11.0,11.0,0
202601,外购件类库,原材料库,SD01-XC-004-YL,SD01-69后横梁1,个,10.0,0.0,0.0,10.0,10.0,10.0,0
202601,外购件类库,原材料库,SD01-XC-001-YL,SD01-69后面板,个,10.0,0.0,0.0,10.0,10.0,10.0,0
202601,外购件类库,原材料库,SD01-61KWH-B-XC-009-YL,SD01中横梁,个,1559.0,0.0,0.0,1559.0,9.0,9.0,0
202601,外购件类库,原材料库,BP62-XC-06-A-YL,BP62中梁-A,个,1380.0,3.0,1380.0,3.0,3.0,3.0,0
202601,外购件类库,原材料库,6608267564/565-YL-GY,亮达-极氪左右门槛,个,0.0,219.0,100.0,119.0,230.0,230.0,0
202601,外购件类库,原材料库,500604-00169-007-YL,SEA1底护板-06（窄）,个,356.0,2477.0,2353.0,480.0,46.0,46.0,0
202601,外购件类库,原材料库,500604-00169-002-YL,SEA1底护板-01(宽）,个,1690.0,9476.0,10547.0,619.0,323.0,323.0,0
202601,外购件类库,原材料库,500111-00080-02-02-YL-GY,ENERS模组后梁,把,1.0,0.0,0.0,1.0,1.0,1.0,0
202601,外购件类库,原材料库,500111-00080-02-01-YL-GY,ENERS模组前梁,个,45.0,0.0,0.0,45.0,45.0,45.0,0
202601,外购件类库,原材料库,500110-00848-01-07-YL,F618-膨胀横梁2,个,0.0,0.0,0.0,0.0,55.0,55.0,0
202601,外购件类库,原材料库,500110-00848-01-05-YL,F618-中部横梁,个,0.0,0.0,0.0,0.0,60.0,60.0,0
202601,外购件类库,原材料库,500110-00848-01-04-YL,F618-两侧梁02,个,0.0,0.0,0.0,0.0,53.0,53.0,0
202601,外购件类库,原材料库,500110-00848-01-03-YL,F618-两侧梁01,个,0.0,0.0,0.0,0.0,52.0,52.0,0
202601,外购件类库,原材料库,500110-00848-01-02-YL,F618-后梁01,个,0.0,0.0,0.0,0.0,61.0,61.0,0
202601,外购件类库,原材料库,500110-00848-01-01-YL,F618-前梁01,个,0.0,0.0,0.0,0.0,4.0,4.0,0
202601,外购件类库,原材料库,500110-00800/00825-01-07-YL-GY,问界-81-支撑支架01,个,0.0,0.0,0.0,0.0,167.0,167.0,0
202601,外购件类库,原材料库,500110-00799-04-10-01-YL,AWT87.3-外部支架07,个,0.0,0.0,0.0,0.0,35.0,35.0,0
202601,外购件类库,原材料库,500110-00799-04-02-01-YL,AWT87.3-外部支架02,个,0.0,0.0,0.0,0.0,57.0,57.0,0
202601,外购件类库,原材料库,500110-00799-01-02/03-YL-GY,AWT87.3-横梁01/02,个,117.0,1272.0,1380.0,9.0,1029.0,1029.0,0
202601,外购件类库,原材料库,500109-00677-01-01-YL,F3-56-前梁01,个,0.0,0.0,0.0,0.0,1.0,1.0,0
202601,外购件类库,原材料库,500109-00562-10-01-11-01-YL-GY,PMA1两侧梁左右（国际）,个,554.0,54.0,0.0,608.0,4.0,4.0,0
202601,外购件类库,原材料库,500109-00515-01-07-YL,37KWH膨胀梁,个,249.0,3774.0,3839.0,184.0,992.0,992.0,0
202601,外购件类库,原材料库,500109-00515-01-06-YL,37KWH前梁,个,13.0,2820.0,2833.0,0.0,617.0,617.0,0
202601,外购件类库,原材料库,500109-00426-80-YL,C385下箱体纵梁,个,21.0,0.0,0.0,21.0,21.0,21.0,0
202601,外购件类库,原材料库,500109-00381-01-06-YL-GY,E12膨胀梁,个,1262.0,613.0,494.0,1381.0,707.0,707.0,0
202601,外购件类库,原材料库,500109-00381-01-05-YL-GY,E12横梁02/03,个,1293.0,1170.0,948.0,1515.0,190.0,190.0,0
202601,外购件类库,原材料库,500109-00314-03-YL,EPA1-59后边梁,个,24.0,0.0,0.0,24.0,24.0,24.0,0
202601,外购件类库,原材料库,500109-00314-01-YL-GY,EPA1-59左右梁,个,6.0,0.0,0.0,6.0,6.0,6.0,0
202601,外购件类库,原材料库,500109-00312-01-19-YL,E35纵梁,个,0.0,26.0,26.0,0.0,2.0,2.0,0
202601,外购件类库,原材料库,500109-00276-10-07-YL-GY,PMA1后补/SEA1前补强梁,个,1725.0,1113.0,1557.0,1281.0,1010.0,1010.0,0
202601,外购件类库,原材料库,500109-00276-10-03-YL-GY,SEA1前梁,把,1067.0,607.0,1214.0,460.0,202.0,202.0,0
202601,外购件类库,原材料库,500109-00276-10-01-11-L-YL-GY,SEA1两侧梁,个,1218.0,2955.0,2573.0,1600.0,2739.0,2739.0,0
202601,外购件类库,原材料库,500109-00276/293-10-05-YL,SEA1横梁(公用),个,452.0,2506.0,2954.0,4.0,96.0,96.0,0
202601,外购件类库,原材料库,500109-00249-01-01-YL-GY,C01左右边框,个,306.0,6767.0,4206.0,2867.0,2050.0,2050.0,0
202601,外购件类库,原材料库,500104-00747-01-01-C/007-C-YL,AB01-747-下箱体集成水冷板左/右,个,0.0,0.0,0.0,0.0,60.0,60.0,0
202601,外购件类库,原材料库,500104-00747-01-004-B-YL,AB01-747-后膨胀梁,个,0.0,0.0,0.0,0.0,20.0,20.0,0
202601,外购件类库,原材料库,500104-00746-01-7-C/01-C-YL,AB01-746-下箱体集成水冷板左/右,个,0.0,0.0,0.0,0.0,60.0,60.0,0
202601,外购件类库,原材料库,500104-00746-01-04-B-YL,AB01-746-后膨胀梁,个,0.0,0.0,0.0,0.0,20.0,20.0,0
202601,外购件类库,原材料库,500104-00746/747-02-01-YL-GY,AB01-747/746-塞块01,个,0.0,0.0,0.0,0.0,6.0,6.0,0
202601,外购件类库,原材料库,500104-00518-01-05-B-YL,小卡三代-后膨胀梁,个,604.0,2244.0,1400.0,1448.0,226.0,226.0,0
202601,外购件类库,原材料库,500104-00518-01-010-01/02-C-YL,小卡三代-左右边框,个,2232.0,5416.0,4335.0,3313.0,867.0,867.0,0
202601,外购件类库,原材料库,500104-00369-01-05-YL,CM2E横梁02,个,203.0,0.0,0.0,203.0,203.0,203.0,0
202601,外购件类库,原材料库,400-YL-GY,面板421-YL,个,94.0,1380.0,1232.0,242.0,45.0,45.0,0
202601,外购件类库,原材料库,10062035-0-07-YL,025AC纵梁,个,0.0,0.0,0.0,0.0,1640.0,1640.0,0
202601,外购件类库,原材料库,10062035-0-06-YL,025AC中横梁,个,203.0,0.0,203.0,0.0,329.0,329.0,0
202601,外购件类库,原材料库,10062035-0-05-YL,025AC前横梁,个,0.0,0.0,0.0,0.0,328.0,328.0,0
202601,外购件类库,原材料库,10062035-0-04-YL,025AC后边梁,个,0.0,0.0,0.0,0.0,110.0,110.0,0
202601,外购件类库,原材料库,10062035-0-03/11-YL-GY,025AC左右边梁,个,2169.0,72.0,1397.0,844.0,2245.0,2245.0,0
202601,产成品类库,在制成品库,VL1-18165066-0056,VL1底部加强梁2,件,800.0,0.0,0.0,800.0,800.0,800.0,0
202601,产成品类库,在制成品库,VL1-1703A4-001-06-B,VL1左边梁,个,623.0,0.0,0.0,623.0,623.0,623.0,0
202601,产成品类库,在制成品库,VL1-1703A4-001-04-B,VL1右边梁,件,634.0,0.0,0.0,634.0,634.0,634.0,0
202601,产成品类库,在制成品库,VL1-1703A4-001-03-B,VL1后横梁,个,571.0,0.0,0.0,571.0,571.0,571.0,0
202601,产成品类库,在制成品库,VL1-1703A4-001-01-C,VL1前横梁,个,714.0,0.0,0.0,714.0,714.0,714.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-010,SD01后横梁,件,200.0,0.0,0.0,200.0,200.0,200.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-009,SD01中横梁,件,122.0,0.0,0.0,122.0,122.0,122.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-007,SD01纵横梁,件,600.0,0.0,0.0,600.0,600.0,600.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-004,SD01后边框,件,936.0,0.0,0.0,936.0,936.0,936.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-003,SD01右边框,件,266.0,0.0,0.0,266.0,266.0,266.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-002,SD01左边框,件,97.0,0.0,0.0,97.0,97.0,97.0,0
202601,产成品类库,在制成品库,SD01-61KWH-B-XC-001,SD01前边框,件,487.0,0.0,0.0,487.0,487.0,487.0,0
202601,产成品类库,在制成品库,C33-006,面板C33-006,件,51.0,1161.0,1200.0,12.0,34.0,34.0,0
202601,产成品类库,在制成品库,BV85-B-XC-018,BV85冷板加强板03,件,239.0,812.0,812.0,239.0,248.0,248.0,0
202601,产成品类库,在制成品库,BV85-B-XC-017,BV85冷板加强板02,件,16.0,412.0,412.0,16.0,16.0,16.0,0
202601,产成品类库,在制成品库,BV85-B-XC-009,BV85后横梁,件,118.0,419.0,419.0,118.0,118.0,118.0,0
202601,产成品类库,在制成品库,BV85-B-XC-008,BV85中横梁,件,1.0,419.0,419.0,1.0,1.0,1.0,0
202601,产成品类库,在制成品库,BV85-B-XC-007,BV85前横梁,件,101.0,440.0,440.0,101.0,101.0,101.0,0
202601,产成品类库,在制成品库,BV85-B-XC-006,BV85后边梁,件,1.0,424.0,424.0,1.0,1.0,1.0,0
202601,产成品类库,在制成品库,BV85-B-XC-005,BV85右边梁,件,2.0,450.0,415.0,37.0,37.0,37.0,0
202601,产成品类库,在制成品库,BV85-B-XC-004,BV85左边梁,件,60.0,426.0,426.0,60.0,95.0,95.0,0
202601,产成品类库,在制成品库,BV85-B-XC-001,BV85前边梁,件,152.0,425.0,425.0,152.0,152.0,152.0,0
202601,产成品类库,在制成品库,BP80-XC-15,BP80-前梁,件,0.0,55.0,55.0,0.0,72.0,72.0,0
202601,产成品类库,在制成品库,BP80-XC-06,BP80-后横梁,件,49.0,10.0,54.0,5.0,5.0,5.0,0
202601,产成品类库,在制成品库,BP80-XC-04,BP80-右边框,件,55.0,7.0,52.0,10.0,10.0,10.0,0
